Group_x,PlaylistID,segmento,codigo_tratamiento,Global_Code_LINEABASE,Global_Code_PARENTESCO,Global_Code_ASOCIACION,Tratamiento_codigo,Tratamiento_significado_x,parentesco_x,asociacion_x,riesgo_x,ID_leaf_x_y,TIPO,orden_segmento,Conteo
13,Gr13_8540_1,P3,G2,7,47,80,G2,P-NOAS_I,P,NOAS,I,982126051278540,R,,0.0
13,Gr13_8521_1,P3,G2,8,48,81,G2,P-NOAS_I,P,NOAS,I,982126051278521,R,,0.0
7,Gr7_5113_1,P3,H1,9,49,82,H1,NP-A_I,NP,A,I,982126057845113,R,49.0,23.0
7,Gr7_5141_1,P3,G1,10,45,83,G1,P-A_I,P,A,I,982126057845141,R,,0.0
8,Gr8_6186_1,P3,G1,11,50,83,G1,P-A_I,P,A,I,982126057846186,R,50.0,34.0
8,Gr8_8475_1,P3,H1,12,51,84,H1,NP-A_I,NP,A,I,982126051278475,R,,0.0
6,Gr6_6231_1,P3,F2,13,42,85,F2,NP-NOAS_D,NP,NOAS,D,982126057846231,R,,0.0
1,Gr1_4421_1,P3,G1,14,52,82,G1,P-A_I,P,A,I,982091068554421,R,52.0,14.0
1,Gr1_4331_1,P3,F1,15,53,86,F1,NP-A_D,NP,A,D,982126058484331,R,,0.0
10,Gr10_5921_1,P3,H2,16,54,87,H2,NP-NOAS_I,NP,NOAS,I,982126052945921,R,,0.0
10,Gr10_6430_1,P3,E1,17,55,88,E1,P-A_D,P,A,D,900200000206430,R,,0.0
10,Gr10_5106_1,P3,E1,10,55,88,E1,P-A_D,P,A,D,982126057845106,R,55.0,62.0
14,Gr14_5099_1,P3,E1,14,55,88,E1,P-A_D,P,A,D,982126057845099,R,,0.0
14,Gr14_3556_1,P3,F1,15,53,86,F1,NP-A_D,NP,A,D,982091068543556,R,,0.0
14,Gr14_6154_1,P3,E2,18,56,89,E2,P-NOAS_D,P,NOAS,D,982126057846154,R,56.0,4.0
3,Gr3_9490_1,P3,G2,19,57,90,G2,P-NOAS_I,P,NOAS,I,900200000279490,R,,0.0
3,Gr3_4334_1,P3,H2,20,58,91,H2,NP-NOAS_I,NP,NOAS,I,982126058484334,R,58.0,6.0
3,Gr3_4346_1,P3,E2,21,56,92,E2,P-NOAS_D,P,NOAS,D,982126058484346,R,,0.0
11,Gr11_5125_1,P3,H2,22,58,91,H2,NP-NOAS_I,NP,NOAS,I,982126057845125,R,58.0,19.0
4,Gr4_3072_1,P3,E1,23,59,93,E1,P-A_D,P,A,D,982091068563072,R,,0.0
4,Gr4_6209_1,P3,G1,14,60,94,G1,P-A_I,P,A,I,982126057846209,R,60.0,21.0
2,Gr2_4287_1,P3,F2,1,42,77,F2,NP-NOAS_D,NP,NOAS,D,982126058484287,R,,0.0
2,Gr2_6277_1,P3,F2,2,42,78,F2,NP-NOAS_D,NP,NOAS,D,982126057846227,R,,0.0
2,Gr2_5093_1,P3,G2,3,43,77,G2,P-NOAS_I,P,NOAS,I,982126057845093,R,43.0,21.0
9,Gr9_4277_2,P3,G2,2,61,91,G2,P-NOAS_I,P,NOAS,I,982126058484277,R,61.0,1.0
9,Gr9_4300_2,P3,F2,24,62,95,F2,NP-NOAS_D,NP,NOAS,D,982126058484300,R,,0.0
9,Gr9_5103_2,P3,H2,24,58,77,H2,NP-NOAS_I,NP,NOAS,I,982126057845103,R,58.0,4.0
9,Gr9_7919_2,P3,F2,25,63,96,F2,NP-NOAS_D,NP,NOAS,D,982091068557919,R,63.0,6.0
5,Gr5_5119_2,P3,G1,15,50,97,G1,P-A_I,P,A,I,982126057845119,R,50.0,26.0
5,Gr5_4301_2,P3,E1,26,55,98,E1,P-A_D,P,A,D,982126058484301,R,55.0,8.0
13,Gr13_8540_2,P3,F2,27,64,94,F2,NP-NOAS_D,NP,NOAS,D,982126051278540,R,,0.0
13,Gr13_8521_2,P3,E2,7,56,97,E2,P-NOAS_D,P,NOAS,D,982126051278521,R,,0.0
7,Gr7_5113_2,P3,F1,28,65,82,F1,NP-A_D,NP,A,D,982126057845113,R,,0.0
7,Gr7_5141_2,P3,H1,29,49,99,H1,NP-A_I,NP,A,I,982126057845141,R,,0.0
8,Gr8_6186_2,P3,E1,30,66,100,E1,P-A_D,P,A,D,982126057846186,R,66.0,18.0
8,Gr8_8475_2,P3,H1,31,67,101,H1,NP-A_I,NP,A,I,982126051278475,R,,0.0
6,Gr6_6231_2,P3,G2,32,43,102,G2,P-NOAS_I,P,NOAS,I,982126057846231,R,,0.0
1,Gr1_4421_2,P3,E1,26,55,103,E1,P-A_D,P,A,D,982091068554421,R,,0.0
1,Gr1_4331_2,P3,G1,33,45,104,G1,P-A_I,P,A,I,982126058484331,R,,0.0
10,Gr10_5921_2,P3,E2,18,56,99,E2,P-NOAS_D,P,NOAS,D,982126052945921,R,,0.0
10,Gr10_6430_2,P3,G1,28,52,105,G1,P-A_I,P,A,I,900200000206430,R,,0.0
10,Gr10_5106_2,P3,G1,10,52,81,G1,P-A_I,P,A,I,982126057845106,R,52.0,1.0
14,Gr14_5099_2,P3,H1,15,68,106,H1,NP-A_I,NP,A,I,982126057845099,R,,0.0
14,Gr14_3556_2,P3,F1,34,69,80,F1,NP-A_D,NP,A,D,982091068543556,R,69.0,1.0
14,Gr14_6154_2,P3,H2,35,70,100,H2,NP-NOAS_I,NP,NOAS,I,982126057846154,R,,0.0
3,Gr3_9490_2,P3,H2,36,58,107,H2,NP-NOAS_I,NP,NOAS,I,900200000279490,R,,0.0
3,Gr3_4334_2,P3,E2,37,71,92,E2,P-NOAS_D,P,NOAS,D,982126058484334,R,,0.0
3,Gr3_4346_2,P3,E2,1,71,77,E2,P-NOAS_D,P,NOAS,D,982126058484346,R,,0.0
11,Gr11_5125_2,P3,G2,38,48,92,G2,P-NOAS_I,P,NOAS,I,982126057845125,R,48.0,2.0
4,Gr4_3072_2,P3,G1,39,60,97,G1,P-A_I,P,A,I,982091068563072,R,60.0,8.0
4,Gr4_6209_2,P3,E1,34,72,105,E1,P-A_D,P,A,D,982126057846209,R,72.0,6.0
2,Gr2_4287_2,P3,E2,24,44,79,E2,P-NOAS_D,P,NOAS,D,982126058484287,R,,0.0
2,Gr2_5093_2,P3,G2,25,61,91,G2,P-NOAS_I,P,NOAS,I,982126057845093,R,,0.0
9,Gr9_4277_3,P3,G2,40,47,96,G2,P-NOAS_I,P,NOAS,I,982126058484277,R,,0.0
9,Gr9_4300_3,P3,H2,40,73,108,H2,NP-NOAS_I,NP,NOAS,I,982126058484300,R,,0.0
9,Gr9_5103_3,P3,H2,40,74,102,H2,NP-NOAS_I,NP,NOAS,I,982126057845103,R,,0.0
9,Gr9_7919_3,P3,G2,40,47,103,G2,P-NOAS_I,P,NOAS,I,982091068557919,R,,0.0
5,Gr5_5119_3,P3,E1,40,75,106,E1,P-A_D,P,A,D,982126057845119,R,,0.0
5,Gr5_4301_3,P3,G1,40,45,84,G1,P-A_I,P,A,I,982126058484301,R,45.0,3.0
7,Gr7_5113_3,P3,E1,40,72,104,E1,P-A_D,P,A,D,982126057845113,R,,0.0
8,Gr8_6186_3,P3,E1,40,75,86,E1,P-A_D,P,A,D,982126057846186,R,75.0,10.0
6,Gr6_6231_3,P3,F2,40,64,87,F2,NP-NOAS_D,NP,NOAS,D,982126057846231,R,,0.0
1,Gr1_4421_3,P3,F1,40,76,106,F1,NP-A_D,NP,A,D,982091068554421,R,,0.0
1,Gr1_4331_3,P3,E1,40,66,83,E1,P-A_D,P,A,D,982126058484331,R,,0.0
10,Gr10_5106_3,P3,H1,40,68,86,H1,NP-A_I,NP,A,I,982126057845106,R,,0.0
14,Gr14_5099_3,P3,H1,40,51,81,H1,NP-A_I,NP,A,I,982126057845099,R,,0.0
14,Gr14_3556_3,P3,E1,40,75,100,E1,P-A_D,P,A,D,982091068543556,R,,0.0
14,Gr14_6154_3,P3,G2,40,57,80,G2,P-NOAS_I,P,NOAS,I,982126057846154,R,57.0,4.0
3,Gr3_9490_3,P3,F2,40,62,109,F2,NP-NOAS_D,NP,NOAS,D,900200000279490,R,,0.0
3,Gr3_4334_3,P3,G2,40,43,108,G2,P-NOAS_I,P,NOAS,I,982126058484334,R,,0.0
3,Gr3_4346_3,P3,H2,40,73,79,H2,NP-NOAS_I,NP,NOAS,I,982126058484346,R,,0.0
11,Gr11_5125_3,P3,H2,40,54,108,H2,NP-NOAS_I,NP,NOAS,I,982126057845125,R,,0.0
4,Gr4_3072_3,P3,F1,40,53,83,F1,NP-A_D,NP,A,D,982091068563072,R,,0.0
4,Gr4_6209_3,P3,H1,40,68,82,H1,NP-A_I,NP,A,I,982126057846209,R,68.0,11.0
9,Gr9_4277_1,P4,E2,1,42,77,E2,P-NOAS_D,P,NOAS,D,982126058484277,R,42.0,12.0
9,Gr9_4300_1,P4,E2,2,42,78,E2,P-NOAS_D,P,NOAS,D,982126058484300,R,,0.0
9,Gr9_5103_1,P4,F2,3,43,77,F2,NP-NOAS_D,NP,NOAS,D,982126057845103,R,43.0,48.0
9,Gr9_7919_1,P4,G2,4,44,79,G2,P-NOAS_I,P,NOAS,I,982091068557919,R,44.0,2.0
5,Gr5_5119_1,P4,H1,5,45,80,H1,NP-A_I,NP,A,I,982126057845119,R,45.0,15.0
5,Gr5_4301_1,P4,F1,6,46,81,F1,NP-A_D,NP,A,D,982126058484301,R,46.0,6.0
13,Gr13_8540_1,P4,H2,7,47,80,H2,NP-NOAS_I,NP,NOAS,I,982126051278540,R,,0.0
13,Gr13_8521_1,P4,F2,8,48,81,F2,NP-NOAS_D,NP,NOAS,D,982126051278521,R,,0.0
7,Gr7_5113_1,P4,G1,9,49,82,G1,P-A_I,P,A,I,982126057845113,R,49.0,16.0
7,Gr7_5141_1,P4,H1,10,45,83,H1,NP-A_I,NP,A,I,982126057845141,R,,0.0
8,Gr8_6186_1,P4,F1,11,50,83,F1,NP-A_D,NP,A,D,982126057846186,R,50.0,19.0
8,Gr8_8475_1,P4,E1,12,51,84,E1,P-A_D,P,A,D,982126051278475,R,,0.0
6,Gr6_6231_1,P4,E2,13,42,85,E2,P-NOAS_D,P,NOAS,D,982126057846231,R,,0.0
1,Gr1_4421_1,P4,E1,14,52,82,E1,P-A_D,P,A,D,982091068554421,R,,0.0
1,Gr1_4331_1,P4,E1,15,53,86,E1,P-A_D,P,A,D,982126058484331,R,,0.0
10,Gr10_5921_1,P4,E2,16,54,87,E2,P-NOAS_D,P,NOAS,D,982126052945921,R,,0.0
10,Gr10_6430_1,P4,G1,17,55,88,G1,P-A_I,P,A,I,900200000206430,R,,0.0
10,Gr10_5106_1,P4,G1,10,55,88,G1,P-A_I,P,A,I,982126057845106,R,55.0,41.0
14,Gr14_5099_1,P4,G1,14,55,88,G1,P-A_I,P,A,I,982126057845099,R,,0.0
14,Gr14_3556_1,P4,E1,15,53,86,E1,P-A_D,P,A,D,982091068543556,R,,0.0
14,Gr14_6154_1,P4,F2,18,56,89,F2,NP-NOAS_D,NP,NOAS,D,982126057846154,R,56.0,17.0
3,Gr3_9490_1,P4,E2,19,57,90,E2,P-NOAS_D,P,NOAS,D,900200000279490,R,,0.0
3,Gr3_4334_1,P4,E2,20,58,91,E2,P-NOAS_D,P,NOAS,D,982126058484334,R,,0.0
3,Gr3_4346_1,P4,F2,21,56,92,F2,NP-NOAS_D,NP,NOAS,D,982126058484346,R,,0.0
11,Gr11_5125_1,P4,E2,22,58,91,E2,P-NOAS_D,P,NOAS,D,982126057845125,R,58.0,8.0
4,Gr4_3072_1,P4,F1,23,59,93,F1,NP-A_D,NP,A,D,982091068563072,R,,0.0
4,Gr4_6209_1,P4,H1,14,60,94,H1,NP-A_I,NP,A,I,982126057846209,R,60.0,31.0
2,Gr2_4287_1,P4,E2,1,42,77,E2,P-NOAS_D,P,NOAS,D,982126058484287,R,,0.0
2,Gr2_6277_1,P4,E2,2,42,78,E2,P-NOAS_D,P,NOAS,D,982126057846227,R,,0.0
2,Gr2_5093_1,P4,F2,3,43,77,F2,NP-NOAS_D,NP,NOAS,D,982126057845093,R,43.0,3.0
9,Gr9_4277_2,P4,H2,2,61,91,H2,NP-NOAS_I,NP,NOAS,I,982126058484277,R,61.0,3.0
9,Gr9_4300_2,P4,E2,24,62,95,E2,P-NOAS_D,P,NOAS,D,982126058484300,R,,0.0
9,Gr9_5103_2,P4,E2,24,58,77,E2,P-NOAS_D,P,NOAS,D,982126057845103,R,,0.0
9,Gr9_7919_2,P4,G2,25,63,96,G2,P-NOAS_I,P,NOAS,I,982091068557919,R,,0.0
5,Gr5_5119_2,P4,F1,15,50,97,F1,NP-A_D,NP,A,D,982126057845119,R,50.0,17.0
5,Gr5_4301_2,P4,G1,26,55,98,G1,P-A_I,P,A,I,982126058484301,R,55.0,10.0
13,Gr13_8540_2,P4,H2,27,64,94,H2,NP-NOAS_I,NP,NOAS,I,982126051278540,R,,0.0
13,Gr13_8521_2,P4,F2,7,56,97,F2,NP-NOAS_D,NP,NOAS,D,982126051278521,R,,0.0
7,Gr7_5113_2,P4,E1,28,65,82,E1,P-A_D,P,A,D,982126057845113,R,,0.0
7,Gr7_5141_2,P4,G1,29,49,99,G1,P-A_I,P,A,I,982126057845141,R,,0.0
8,Gr8_6186_2,P4,H1,30,66,100,H1,NP-A_I,NP,A,I,982126057846186,R,66.0,19.0
8,Gr8_8475_2,P4,E1,31,67,101,E1,P-A_D,P,A,D,982126051278475,R,,0.0
6,Gr6_6231_2,P4,F2,32,43,102,F2,NP-NOAS_D,NP,NOAS,D,982126057846231,R,,0.0
1,Gr1_4421_2,P4,G1,26,55,103,G1,P-A_I,P,A,I,982091068554421,R,,0.0
1,Gr1_4331_2,P4,H1,33,45,104,H1,NP-A_I,NP,A,I,982126058484331,R,,0.0
10,Gr10_5921_2,P4,F2,18,56,99,F2,NP-NOAS_D,NP,NOAS,D,982126052945921,R,,0.0
10,Gr10_6430_2,P4,E1,28,52,105,E1,P-A_D,P,A,D,900200000206430,R,,0.0
10,Gr10_5106_2,P4,E1,10,52,81,E1,P-A_D,P,A,D,982126057845106,R,,0.0
14,Gr14_5099_2,P4,F1,15,68,106,F1,NP-A_D,NP,A,D,982126057845099,R,,0.0
14,Gr14_3556_2,P4,H1,34,69,80,H1,NP-A_I,NP,A,I,982091068543556,R,,0.0
14,Gr14_6154_2,P4,F2,35,70,100,F2,NP-NOAS_D,NP,NOAS,D,982126057846154,R,,0.0
3,Gr3_9490_2,P4,E2,36,58,107,E2,P-NOAS_D,P,NOAS,D,900200000279490,R,,0.0
3,Gr3_4334_2,P4,H2,37,71,92,H2,NP-NOAS_I,NP,NOAS,I,982126058484334,R,,0.0
3,Gr3_4346_2,P4,H2,1,71,77,H2,NP-NOAS_I,NP,NOAS,I,982126058484346,R,,0.0
11,Gr11_5125_2,P4,F2,38,48,92,F2,NP-NOAS_D,NP,NOAS,D,982126057845125,R,,0.0
4,Gr4_3072_2,P4,H1,39,60,97,H1,NP-A_I,NP,A,I,982091068563072,R,60.0,3.0
4,Gr4_6209_2,P4,F1,34,72,105,F1,NP-A_D,NP,A,D,982126057846209,R,72.0,15.0
2,Gr2_4287_2,P4,G2,24,44,79,G2,P-NOAS_I,P,NOAS,I,982126058484287,R,,0.0
2,Gr2_5093_2,P4,H2,25,61,91,H2,NP-NOAS_I,NP,NOAS,I,982126057845093,R,,0.0
9,Gr9_4277_3,P4,H2,40,47,96,H2,NP-NOAS_I,NP,NOAS,I,982126058484277,R,,0.0
9,Gr9_4300_3,P4,G2,40,73,108,G2,P-NOAS_I,P,NOAS,I,982126058484300,R,,0.0
9,Gr9_5103_3,P4,F2,40,74,102,F2,NP-NOAS_D,NP,NOAS,D,982126057845103,R,,0.0
9,Gr9_7919_3,P4,H2,40,47,103,H2,NP-NOAS_I,NP,NOAS,I,982091068557919,R,,0.0
5,Gr5_5119_3,P4,G1,40,75,106,G1,P-A_I,P,A,I,982126057845119,R,,0.0
5,Gr5_4301_3,P4,H1,40,45,84,H1,NP-A_I,NP,A,I,982126058484301,R,45.0,5.0
7,Gr7_5113_3,P4,F1,40,72,104,F1,NP-A_D,NP,A,D,982126057845113,R,,0.0
8,Gr8_6186_3,P4,G1,40,75,86,G1,P-A_I,P,A,I,982126057846186,R,75.0,6.0
6,Gr6_6231_3,P4,H2,40,64,87,H2,NP-NOAS_I,NP,NOAS,I,982126057846231,R,,0.0
1,Gr1_4421_3,P4,H1,40,76,106,H1,NP-A_I,NP,A,I,982091068554421,R,,0.0
1,Gr1_4331_3,P4,H1,40,66,83,H1,NP-A_I,NP,A,I,982126058484331,R,,0.0
10,Gr10_5106_3,P4,F1,40,68,86,F1,NP-A_D,NP,A,D,982126057845106,R,,0.0
14,Gr14_5099_3,P4,E1,40,51,81,E1,P-A_D,P,A,D,982126057845099,R,,0.0
14,Gr14_3556_3,P4,G1,40,75,100,G1,P-A_I,P,A,I,982091068543556,R,,0.0
14,Gr14_6154_3,P4,E2,40,57,80,E2,P-NOAS_D,P,NOAS,D,982126057846154,R,,0.0
3,Gr3_9490_3,P4,E2,40,62,109,E2,P-NOAS_D,P,NOAS,D,900200000279490,R,,0.0
3,Gr3_4334_3,P4,F2,40,43,108,F2,NP-NOAS_D,NP,NOAS,D,982126058484334,R,,0.0
3,Gr3_4346_3,P4,G2,40,73,79,G2,P-NOAS_I,P,NOAS,I,982126058484346,R,,0.0
11,Gr11_5125_3,P4,E2,40,54,108,E2,P-NOAS_D,P,NOAS,D,982126057845125,R,,0.0
4,Gr4_3072_3,P4,E1,40,53,83,E1,P-A_D,P,A,D,982091068563072,R,,0.0
4,Gr4_6209_3,P4,F1,40,68,82,F1,NP-A_D,NP,A,D,982126057846209,R,68.0,9.0
9,Gr9_4277_1,A1,I1,1,42,77,I1,P-A_D,P,A,D,982126058484277,R,77.0,52.0
9,Gr9_4300_1,A1,J1,2,42,78,J1,P-NOAS_D,P,NOAS,D,982126058484300,R,,0.0
9,Gr9_5103_1,A1,I1,3,43,77,I1,P-A_D,P,A,D,982126057845103,R,77.0,56.0
9,Gr9_7919_1,A1,L1,4,44,79,L1,P-NOAS_I,P,NOAS,I,982091068557919,R,79.0,6.0
5,Gr5_5119_1,A1,L2,5,45,80,L2,NP-NOAS_I,NP,NOAS,I,982126057845119,R,80.0,24.0
5,Gr5_4301_1,A1,L2,6,46,81,L2,NP-NOAS_I,NP,NOAS,I,982126058484301,R,81.0,7.0
13,Gr13_8540_1,A1,L2,7,47,80,L2,NP-NOAS_I,NP,NOAS,I,982126051278540,R,,0.0
13,Gr13_8521_1,A1,L2,8,48,81,L2,NP-NOAS_I,NP,NOAS,I,982126051278521,R,,0.0
7,Gr7_5113_1,A1,J2,9,49,82,J2,NP-NOAS_D,NP,NOAS,D,982126057845113,R,82.0,13.0
7,Gr7_5141_1,A1,I2,10,45,83,I2,NP-A_D,NP,A,D,982126057845141,R,,0.0
8,Gr8_6186_1,A1,I2,11,50,83,I2,NP-A_D,NP,A,D,982126057846186,R,83.0,14.0
8,Gr8_8475_1,A1,J2,12,51,84,J2,NP-NOAS_D,NP,NOAS,D,982126051278475,R,,0.0
6,Gr6_6231_1,A1,J2,13,42,85,J2,NP-NOAS_D,NP,NOAS,D,982126057846231,R,,0.0
1,Gr1_4421_1,A1,J2,14,52,82,J2,NP-NOAS_D,NP,NOAS,D,982091068554421,R,82.0,7.0
1,Gr1_4331_1,A1,K2,15,53,86,K2,NP-A_I,NP,A,I,982126058484331,R,,0.0
10,Gr10_5921_1,A1,K2,16,54,87,K2,NP-A_I,NP,A,I,982126052945921,R,,0.0
10,Gr10_6430_1,A1,L2,17,55,88,L2,NP-NOAS_I,NP,NOAS,I,900200000206430,R,,0.0
10,Gr10_5106_1,A1,L2,10,55,88,L2,NP-NOAS_I,NP,NOAS,I,982126057845106,R,88.0,19.0
14,Gr14_5099_1,A1,L2,14,55,88,L2,NP-NOAS_I,NP,NOAS,I,982126057845099,R,,0.0
14,Gr14_3556_1,A1,K2,15,53,86,K2,NP-A_I,NP,A,I,982091068543556,R,,0.0
14,Gr14_6154_1,A1,K2,18,56,89,K2,NP-A_I,NP,A,I,982126057846154,R,89.0,23.0
